variable_id,variable,pooling,rank,feature_id,train_effect,val_effect,test_effect,val_same_direction,test_same_direction,p_unadjusted,p_maxT,train_fwer_significant,holdout_direction_survival,full_survival
1,Subject expression / pro-drop,mean,21,665,0.8404029011726379,0.9604671597480774,0.9696344137191772,True,True,0.0004997501249375312,0.0004997501249375312,True,True,True
1,Subject expression / pro-drop,mean,22,14906,0.8402252197265625,0.9583491086959839,0.9690950512886047,True,True,0.0004997501249375312,0.0004997501249375312,True,True,True
1,Subject expression / pro-drop,mean,23,15859,0.8396674394607544,0.9609121084213257,0.9683441519737244,True,True,0.0004997501249375312,0.0004997501249375312,True,True,True
1,Subject expression / pro-drop,mean,24,11147,0.8393648862838745,0.9606167078018188,0.9674946069717407,True,True,0.0004997501249375312,0.0004997501249375312,True,True,True
1,Subject expression / pro-drop,mean,25,5688,0.8393221497535706,0.9651979804039001,0.9710953235626221,True,True,0.0004997501249375312,0.0004997501249375312,True,True,True
1,Subject expression / pro-drop,final,1,4441,-0.7896255254745483,-0.9286953210830688,-0.9507593512535095,True,True,0.0004997501249375312,0.0004997501249375312,True,True,True
1,Subject expression / pro-drop,final,2,9465,-0.7878605127334595,-0.9180216789245605,-0.9635710716247559,True,True,0.0004997501249375312,0.0004997501249375312,True,True,True
1,Subject expression / pro-drop,final,3,15059,0.7875486016273499,0.8772242069244385,0.9057405591011047,True,True,0.0004997501249375312,0.0004997501249375312,True,True,True
1,Subject expression / pro-drop,final,4,8182,-0.7674951553344727,-0.97221440076828,-0.9669405221939087,True,True,0.0004997501249375312,0.0004997501249375312,True,True,True
1,Subject expression / pro-drop,final,5,10074,-0.7498114109039307,-0.8153024911880493,-0.67576003074646,True,True,0.0004997501249375312,0.0004997501249375312,True,True,True
1,Subject expression / pro-drop,final,6,2734,0.7421136498451233,0.8408308029174805,0.8731831312179565,True,True,0.0004997501249375312,0.0004997501249375312,True,True,True
1,Subject expression / pro-drop,final,7,7918,-0.7169811725616455,-0.7597454786300659,-0.8122774362564087,True,True,0.0004997501249375312,0.0004997501249375312,True,True,True
1,Subject expression / pro-drop,final,8,164,-0.6865192651748657,-0.745912492275238,-0.8906696438789368,True,True,0.0004997501249375312,0.0004997501249375312,True,True,True
1,Subject expression / pro-drop,final,9,4549,0.6860515475273132,0.19998955726623535,0.7562991976737976,True,True,0.0004997501249375312,0.0004997501249375312,True,True,True
1,Subject expression / pro-drop,final,10,14168,-0.6794955730438232,-0.21360094845294952,-0.751140832901001,True,True,0.0004997501249375312,0.0004997501249375312,True,True,True
1,Subject expression / pro-drop,final,11,3288,-0.6767577528953552,-0.8207153081893921,-0.9537580609321594,True,True,0.0004997501249375312,0.0004997501249375312,True,True,True
1,Subject expression / pro-drop,final,12,13191,-0.6482129096984863,0.515220046043396,0.27879729866981506,False,False,0.0004997501249375312,0.0004997501249375312,True,False,False
1,Subject expression / pro-drop,final,13,8003,-0.636698842048645,-0.9036629796028137,-0.8662654161453247,True,True,0.0004997501249375312,0.0004997501249375312,True,True,True
1,Subject expression / pro-drop,final,14,3044,-0.6181179285049438,0.6370571255683899,0.4831850528717041,False,False,0.0004997501249375312,0.0004997501249375312,True,False,False
1,Subject expression / pro-drop,final,15,7700,0.6144094467163086,-0.5854982137680054,-0.3054310083389282,False,False,0.0004997501249375312,0.0004997501249375312,True,False,False
1,Subject expression / pro-drop,final,16,14004,-0.5987372994422913,-0.396252304315567,-0.840548038482666,True,True,0.0004997501249375312,0.0004997501249375312,True,True,True
1,Subject expression / pro-drop,final,17,10152,-0.589383602142334,-0.6657127737998962,-0.7171773910522461,True,True,0.0004997501249375312,0.0004997501249375312,True,True,True
1,Subject expression / pro-drop,final,18,11776,-0.5845789909362793,-0.9035031199455261,-0.9457787275314331,True,True,0.0004997501249375312,0.0004997501249375312,True,True,True
1,Subject expression / pro-drop,final,19,5159,-0.5806612372398376,-0.8565335273742676,-0.9373817443847656,True,True,0.0004997501249375312,0.0004997501249375312,True,True,True
1,Subject expression / pro-drop,final,20,14795,-0.5795155763626099,-0.8603818416595459,-0.9220954775810242,True,True,0.0004997501249375312,0.0004997501249375312,True,True,True
1,Subject expression / pro-drop,final,21,15659,0.5756201148033142,-0.8057172298431396,-0.73876953125,False,False,0.0004997501249375312,0.0004997501249375312,True,False,False
1,Subject expression / pro-drop,final,22,1546,0.5607208609580994,0.8803110718727112,0.8139954805374146,True,True,0.0004997501249375312,0.0004997501249375312,True,True,True
1,Subject expression / pro-drop,final,23,12897,0.560364305973053,0.7222640514373779,0.8860874176025391,True,True,0.0004997501249375312,0.0004997501249375312,True,True,True
